"GID","URN","UID","Companies House Number","Role","Title","Forename 1","Forename 2","Surname","Date of appointment","Date term of office ends/ended","Appointing body","Original signatory member","Original chair of trustees"
"1816467","107432","","","Governor","","Lucy","","Shaw","03/04/2025","02/04/2029","Appointed by GB/board","",""
"1555399","107433","","","Governor","Mr","Matthew","","Lugg","01/01/2023","31/12/2026","Elected by school staff","",""
"1608361","107433","","","Governor","Mr","Andrew","","Grant","01/09/2022","","Ex-officio by virtue of office as headteacher/principal","",""
"1704419","107433","","","Governor","Mr","Robert","","Hunter","19/10/2023","18/10/2027","Appointed by GB/board","",""
"1764577","107433","","","Chair of Governors","Mr","Robert","","Hunter","12/07/2024","22/10/2025","Appointed by LA","",""
"1764580","107433","","","Governor","Mrs","Emma","","Smith","01/09/2024","23/10/2025","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1813825","107433","","","Governor","Mrs","Judy","","Wetherell","14/05/2025","14/05/2029","Appointed by GB/board","",""
"1840974","107433","","","Chair of Governors","Mr","Nick","","Taylor-Emmett","23/10/2025","21/10/2029","Parent appointed by GB/board due to no election candidates","",""
"1863928","107433","","","Governor","Miss","Helen","","Watson","08/01/2026","08/01/2030","Parent appointed by GB/board due to no election candidates","",""
"1608711","107434","","","Governor","Mrs","Julie","","Ball","01/09/2022","","Ex-officio by virtue of office as headteacher/principal","",""
"1626951","107434","","","Governor","Mrs","Angela","","Clark","24/11/2025","23/11/2029","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1639444","107434","","","Governor","Mr","Mark","","Bentham","25/09/2022","24/09/2026","Appointed by GB/board","",""
"1639447","107434","","","Governor","Mrs","Pam","","Cryer","22/11/2022","21/11/2026","Elected by school staff","",""
"1704892","107434","","","Governor","Mrs","Dionne","","Heaven","14/06/2023","31/08/2026","Appointed by GB/board","",""
"1704900","107434","","","Governor","Mrs","Elizabeth","","Flintoft","04/09/2023","31/08/2026","Appointed by foundation/Trust","",""
"1759699","107434","","","Governor","Mr","Ben","","Petty","07/11/2023","06/11/2027","Elected by parents","",""
"1775688","107434","","","Chair of Governors","Mr","Nicholas","","Turner","23/10/2024","19/06/2028","Elected by parents","",""
"1775691","107434","","","Governor","Mr","Ray","","Sutcliffe","27/09/2022","26/09/2026","Appointed by GB/board","",""
"1880599","107434","","","Governor","Mr","Trevor","","Slater","09/03/2026","08/03/2030","Appointed by LA","",""
"1431081","107437","","","Chair of Governors","Mr","John","","Bailey","22/01/2026","21/01/2030","Appointed by GB/board","",""
"1745819","107437","","","Governor","Mr","Gareth","","Kendrick","09/05/2024","08/05/2028","Appointed by GB/board","",""
"1745824","107437","","","Governor","Mrs","Elizabeth","","Glennon","23/11/2023","23/11/2027","Elected by school staff","",""
"1745830","107437","","","Governor","Mr","Kevin","","Wheeler","01/09/2022","30/08/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1745851","107437","","","Governor","Dr","Sriharsha","","Kantamneni","14/03/2024","14/03/2028","Appointed by GB/board","",""
"1802083","107437","","","Governor","","Safia","","Nazir","13/03/2025","13/03/2029","Appointed by GB/board","",""
"1803119","107437","","","Governor","","Jacqui","","Chapman","13/03/2025","12/03/2029","Appointed by GB/board","",""
"1803133","107437","","","Governor","","Kate","","Horton","13/03/2025","12/03/2029","Appointed by GB/board","",""
"1845416","107437","","","Governor","Mrs","Kayleigh","","Tinsley","03/11/2025","02/11/2029","Elected by parents","",""
"1874566","107437","","","Governor","Mr","Raheel","","Akram","23/03/2026","22/03/2030","Elected by parents","",""
"1888738","107437","","","Governor","Headteacher","Sally","Marie","Knowles","31/08/2026","","Ex-officio by virtue of office as headteacher/principal","",""
"1545875","107438","","","Governor","","Maria","","Waterhouse","16/05/2022","15/05/2026","Appointed by GB/board","",""
"1592212","107438","","","Governor","Miss","Michelle","","Whitaker","26/09/2023","25/09/2027","Appointed by GB/board","",""
"1592214","107438","","","Governor","Mrs","Carol","","North","13/04/2026","12/04/2030","Appointed by GB/board","",""
"1592216","107438","","","Governor","Mr","Julian","","Plant","13/04/2026","12/02/2030","Appointed by GB/board","",""
"1592219","107438","","","Governor","Mrs","Jane","","Leach","13/10/2023","12/10/2027","Appointed by GB/board","",""
"1664525","107438","","","Governor","Mrs","Snowber","","Mohsin","27/03/2023","26/03/2027","Parent appointed by GB/board due to no election candidates","",""
"1680659","107438","","","Chair of Governors","Mrs","Laura","","Taylor","13/04/2026","12/04/2030","Appointed by GB/board","",""
"1680812","107438","","","Governor","Mr","Robert","","Hunter","01/01/2021","","Ex-officio by virtue of office as headteacher/principal","",""
"1694111","107438","","","Governor","Mrs","Claire","","Shackleton","25/09/2023","24/09/2027","Appointed by GB/board","",""
"1778639","107438","","","Governor","","Richard","","Lait","23/09/2024","22/09/2028","Appointed by GB/board","",""
"1872136","107438","","","Governor","Mrs","Megan","","Bartlett","20/01/2026","20/01/2030","Appointed by GB/board","",""
"1872138","107438","","","Governor","Mrs","Emma","","Metcalfe","20/01/2026","20/01/2030","Appointed by GB/board","",""
"1872139","107438","","","Governor","Mrs","Margaret","","Parry","20/01/2026","20/01/2030","Appointed by GB/board","",""
"1000020","107439","","","Governor","Mr","Luke","","Weston","06/09/2010","","Ex-officio by virtue of office as headteacher/principal","",""
"1461820","107439","","","Chair of Governors","Mr","David","Robert","Mann","01/09/2006","17/09/2028","Appointed by foundation/Trust","",""
"1522404","107439","","","Governor","Mrs","Julia","","Coates","08/01/2025","21/01/2029","Appointed by foundation/Trust","",""
"1616900","107439","","","Governor","Mr","Graeme","","Brown","01/09/2022","31/08/2030","Foundation/sponsor members","",""
"1630450","107439","","","Governor","Miss","Sajeela","","Shah","01/09/2022","31/12/2026","Elected by school staff","",""
"1657914","107439","","","Governor","Mrs","Nahzea","","Hussain","30/11/2022","05/12/2026","Appointed by foundation/Trust","",""
"1785417","107439","","","Governor","Mrs","Salma","","Younis","20/11/2024","19/11/2028","Elected by parents","",""
"1786698","107439","","","Governor","Mr","Andrew","Stewart","Petrie","08/01/2025","21/01/2029","Appointed by foundation/Trust","",""
"1791453","107439","","","Governor","Mrs","Fauzia","","Raza","22/01/2025","21/01/2029","Elected by parents","",""
"1889345","107439","","","Governor","Mrs","Maria","","Greenwall","18/06/2026","18/06/2030","Appointed by foundation/Trust","",""
"1889348","107439","","","Governor","Mr","Aneeq","","Ali","12/05/2026","12/05/2030","Appointed by LA","",""
"1590134","107478","","","Governor","","Lucy","","Gibson","30/03/2022","29/03/2026","Appointed by GB/board","",""
"1703987","107478","","","Chair of Governors","Mr","Gareth","","Morris","29/04/2026","28/04/2029","Appointed by GB/board","",""
"1714729","107478","","","Governor","","Mike","","Smith","01/09/2025","31/08/2029","Elected by parents","",""
"1714730","107478","","","Governor","","Meggie","","Whittem","24/01/2024","23/01/2028","Elected by school staff","",""
"1736739","107478","","","Governor","","Ian","","Bairstow","23/02/2024","22/02/2028","Appointed by LA","",""
"1748215","107478","","","Governor","","Ginny","","Blanchard","04/10/2023","03/10/2028","Appointed by GB/board","",""
"1759179","107478","","","Governor","","Tariq","","Mahmood","10/07/2024","11/02/2026","Appointed by GB/board","",""
"1826737","107478","","","Governor","","Lizzie","","Dewsnip","20/06/2025","19/06/2029","Elected by parents","",""
"1845368","107478","","","Governor","","Tom","","Phillips","26/09/2025","25/09/2029","Elected by parents","",""
"1876178","107478","","","Governor","","Lucy","","Gibson","30/03/2026","29/03/2029","Appointed by GB/board","",""
"1757735","107480","","","Chair of Governors","Mr","Phil","","Gee","01/09/2024","31/08/2026","Appointed by GB/board","",""
"1643445","107482","","","Governor","","Robina","","Sarwar-Hayat","08/12/2022","08/12/2026","Elected by parents","",""
"1692456","107482","","","Governor","","Liz","","Cresswell","26/09/2023","26/09/2027","Appointed by LA","",""
"1766898","107482","","","Governor","Miss","Nina","","Lucas","20/09/2024","20/09/2028","Elected by school staff","",""
"1783676","107482","","","Chair of Governors","Mrs","Debbie","","Pettiford","12/12/2024","09/07/2026","Appointed by GB/board","",""
"1815460","107482","","","Governor","","Neelam","","Awan","19/03/2025","19/12/2025","Elected by parents","",""
"1873121","107482","","","Governor","","Leah","","Wagg","16/03/2026","16/03/2030","Elected by parents","",""
"1873124","107482","","","Governor","","Nicola","","Wade","27/01/2026","27/01/2030","Appointed by GB/board","",""
"1891327","107482","","","Chair of Governors","","Liz","","Creswell","10/07/2026","09/07/2027","Nominated by LA and appointed by GB","",""
"1546423","107486","","","Chair of Governors","Canon","James","","Allison","25/09/2021","31/01/2026","Appointed by GB/board","",""
"1566093","107486","","","Governor","Mrs","Carly","","Teale","12/02/2020","11/02/2028","Appointed by GB/board","",""
"1614270","107486","","","Governor","Mrs","Alison","","Wild","01/09/2022","31/08/2026","Appointed by GB/board","",""
"1737011","107486","","","Governor","Mrs","Evelyn","","Haigh","29/02/2024","28/02/2028","Appointed by GB/board","",""
"1737013","107486","","","Governor","Mrs","Gail","","Grant","28/09/2023","27/09/2027","Elected by parents","",""
"1737018","107486","","","Governor","Mr","Steven","","Amos","28/09/2023","30/01/2026","Elected by parents","",""
"1811612","107486","","","Governor","Mrs","Louise","","Lee","10/07/2024","31/08/2028","Elected by school staff","",""
"1811614","107486","","","Governor","Mrs","Linda","","McCormick","10/07/2024","10/08/2028","Appointed by GB/board","",""
"1864612","107486","","","Chair of Governors","Mr","Steven","","Amos","01/02/2026","27/09/2027","Elected by parents","",""
"1864619","107486","","","Governor","Canon","James","","All","31/08/2025","31/08/2029","Appointed by GB/board","",""
"1316083","107487","","","Governor","Mrs","Saira","","Lone","26/09/2022","22/09/2025","Appointed by GB/board","",""
"1482025","107487","","","Governor","Mrs","Saiqa","","Riasat","13/10/2024","12/10/2028","Elected by parents","",""
"1703046","107487","","","Governor","Mr","Keith","","Moran","01/04/2023","31/03/2027","Appointed by GB/board","",""
"1703050","107487","","","Governor","Mr","Sikander","","Ali","25/09/2023","24/09/2027","Appointed by GB/board","",""
"1726046","107487","","","Governor","Ms","Rebecca","","Ahmed","20/11/2023","19/11/2027","Appointed by GB/board","",""
"1763704","107487","","","Chair of Governors","Mr","Anthony","","Berwick","23/09/2024","05/02/2027","Appointed by LA","",""
"1763712","107487","","","Governor","","Aysha","","Matloob","09/10/2023","09/10/2027","Appointed by GB/board","",""
"1763715","107487","","","Governor","","Antony","","Hollingsworth","01/04/2023","31/03/2027","Appointed by GB/board","",""
"1817736","107487","","","Governor","Mr","Elliot","","Ormerod","15/05/2025","14/05/2029","Elected by school staff","",""
"1835285","107487","","","Governor","Mrs","Safyah","","Akhtar","30/06/2025","29/06/2029","Appointed by GB/board","",""
"1852087","107487","","","Governor","Mr","Usman","","Moghul","12/05/2025","11/05/2029","Elected by parents","",""
"1419617","107490","","","Governor","Mrs","Caroline","","Bullard","01/01/2020","","Ex-officio by virtue of office as headteacher/principal","",""
"1606707","107490","","","Governor","","Chris","","Flanagan","12/07/2022","11/07/2026","Appointed by GB/board","",""
"1624803","107490","","","Governor","Mr","Asad","","Qureshi","17/10/2022","16/10/2026","Elected by parents","",""
"1654315","107490","","","Governor","Mr","Robert","","Fox","07/02/2023","06/02/2027","Nominated by LA and appointed by GB","",""
"1732381","107490","","","Governor","Mrs","Mel","","Hayes","12/12/2023","11/12/2027","Elected by school staff","",""
"1762709","107490","","","Chair of Governors","","Michael","","Dumbreck","24/09/2024","11/07/2026","Appointed by GB/board","",""
"1786272","107490","","","Governor","Mrs","Amy","","Bennett","01/01/2025","31/12/2028","Appointed by GB/board","",""
"1786274","107490","","","Governor","Mrs","Ruth","","Worth","01/01/2025","31/12/2028","Elected by parents","",""
"1844879","107490","","","Governor","Mr","Jordan","","Harrop","11/11/2025","10/11/2029","Appointed by GB/board","",""
"1268937","107495","","","Governor","Mrs","Jennifer","","Hopkins","01/12/2021","30/11/2025","Elected by school staff","",""
"1515140","107495","","","Governor","Mrs","Jenny","","Stott","01/01/2021","","Ex-officio by virtue of office as headteacher/principal","",""
"1599291","107495","","","Governor","Mrs","Heather","","Baim","13/07/2026","12/07/2030","Appointed by GB/board","",""
"1629979","107495","","","Governor","Miss","Gwen","","Clyde-Evans","22/09/2022","21/09/2026","Appointed by GB/board","",""
"1730562","107495","","","Governor","Ms","Jennifer","","Needham","24/11/2023","23/11/2027","Elected by parents","",""
"1730565","107495","","","Governor","Ms","Nayeema","","Khanom","01/05/2026","30/04/2030","Elected by parents","",""
"1801373","107495","","","Governor","Mrs","Kim","","Porter","10/02/2025","09/02/2029","Appointed by GB/board","",""
"1888607","107495","","","Chair of Governors","Mrs","Sarah","","Brook","21/06/2025","20/06/2029","Appointed by GB/board","",""
"1888608","107495","","","Governor","Mrs","Shona","","Pickles","01/09/2025","31/08/2029","Elected by school staff","",""
"1290110","107497","","","Governor","Mr","Oliver","","Schofield","25/11/2013","24/11/2027","Elected by parents","",""
"1355635","107497","","","Governor","Miss","Nicola","","Kirton","01/01/2019","26/10/2026","Appointed by LA","",""
"1589944","107497","","","Governor","Mrs","Liz","","Greenwood","01/04/2022","31/03/2030","Appointed by GB/board","",""
"1589946","107497","","","Governor","Mrs","Kim","","Schofield","01/04/2022","31/03/2030","Parent appointed by GB/board due to no election candidates","",""
"1589947","107497","","","Governor","Mrs","Tayyeba","","Hussain","01/04/2022","31/03/2030","Parent appointed by GB/board due to no election candidates","",""
"1636840","107497","","","Chair of Governors","Ms","Mamoona","","Akbar","04/06/2019","30/06/2027","Elected by parents","",""
"1735349","107497","","","Governor","Mrs","Emmeline","","Ford","01/01/2024","31/12/2028","Ex-officio by virtue of office as headteacher/principal","",""
