"GID","URN","UID","Companies House Number","Role","Title","Forename 1","Forename 2","Surname","Date of appointment","Date term of office ends/ended","Appointing body","Original signatory member","Original chair of trustees"
"1621012","140363","","","Local Governor","Mr","Christopher","John","Challender","30/09/2022","31/08/2026","Appointed by foundation/Trust","",""
"1672248","140363","","","Local Governor","Ms","Viqui","","Wolfenden","24/05/2023","23/05/2027","Elected by parents","",""
"1682450","140363","","","Chair of Local Governing Body","Mr","Glen","Adrian","Gates","23/08/2023","04/12/2028","Appointed by foundation/Trust","",""
"1815504","140363","","","Local Governor","Mrs","Amanda","","Hattigan","02/06/2025","01/06/2029","Appointed by foundation/Trust","",""
"1815507","140363","","","Local Governance Professional - Individual Academy or Free School","Ms","Deborah","Anne Louise","Hinks","02/06/2025","","N/A","",""
"1833801","140363","","","Local Governor","Mrs","Elizabeth","Claire","Houghton","30/09/2025","29/09/2029","Appointed by foundation/Trust","",""
"1583223","140364","","","Local Governor","","Emma","","Flaxman-Taylor","15/12/2021","09/02/2026","Appointed by GB/board","",""
"1589997","140364","","","Local Governor","","Anish","","Varkey","23/03/2022","22/03/2026","Appointed by GB/board","",""
"1591204","140364","","","Local Governor","Mr","Harry","","French","01/04/2022","","Ex-officio by virtue of office as headteacher/principal","",""
"1692696","140364","","","Local Governor","","Laura","","Ross","27/09/2023","26/09/2027","Elected by school staff","",""
"1734112","140364","","","Local Governor","","Rebecca","","Bierton","21/03/2024","31/08/2027","Appointed by foundation/Trust","",""
"1749961","140364","","","Local Governor","","Natasha","","Hayes","03/07/2024","02/07/2028","Elected by parents","",""
"1766527","140364","","","Local Governor","","Donna","","Jarmey","05/09/2024","04/09/2028","Elected by parents","",""
"1772697","140364","","","Chair of Local Governing Body","","Rowan","","Brown","21/10/2024","26/01/2026","Appointed by foundation/Trust","",""
"1783921","140364","","","Local Governor","","Mike","","Walsh","11/12/2024","10/12/2028","Appointed by GB/board","",""
"1805963","140364","","","Local Governor","","Rebecca","","Musson","19/03/2025","19/03/2029","Appointed by GB/board","",""
"1865136","140364","","","Chair of Local Governing Body","","Emma","","Flaxman-Taylor","10/02/2026","09/02/2030","Appointed by foundation/Trust","",""
"1886703","140364","","","Local Governor","","Georgie","","Burrage","01/07/2026","30/06/2030","Appointed by GB/board","",""
"1510463","140366","","","Local Governor","Mrs","Harjit","","Bhambra","07/02/2021","24/11/2025","Appointed by GB/board","",""
"1568203","140366","","","Chair of Local Governing Body","Mr","Andrew","","Wright","16/12/2021","17/06/2026","Appointed by GB/board","",""
"1568205","140366","","","Local Governor","Mr","Jonathan","","Randell","24/11/2021","06/04/2029","Appointed by GB/board","",""
"1605035","140366","","","Local Governor","Mr","Trevor","","Hirst","22/06/2022","21/06/2030","Appointed by academy members","",""
"1642236","140366","","","Local Governor","Mrs","Rehana","","Dawud","28/11/2022","27/11/2026","Parent appointed by GB/board due to no election candidates","",""
"1648799","140366","","","Local Governor","Miss","Tracy","Linda","Helliwell","20/01/2023","19/01/2027","Appointed by GB/board","",""
"1690061","140366","","","Local Governor","Mrs","Nathalie","","Neill","20/09/2023","24/11/2025","Appointed by GB/board","",""
"1718223","140366","","","Local Governor","Mr","Sundara","Prabu","Thesingu Rajan","11/12/2023","10/12/2027","Appointed by GB/board","",""
"1818225","140366","","","Local Governor","Ms","Marina","","Zafirovska","19/06/2025","19/06/2029","Appointed by GB/board","",""
"1822794","140366","","","Local Governor","Mrs","Helen","","Nicholls","18/06/2025","17/06/2029","Appointed by GB/board","",""
"1785296","140367","","","Local Governor","","Tara","","Finney","01/01/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1798991","140367","","","Local Governor","Mr","Mark","","Carter-Tufnell","24/02/2025","31/12/2025","Ex-officio by virtue of office as headteacher/principal","",""
"1798994","140367","","","Local Governor","Ms","Lucie","","Levett","24/02/2025","22/09/2025","Appointed by foundation/Trust","",""
"1798995","140367","","","Local Governor","Ms","Emma","","Somers","24/02/2025","02/12/2025","Appointed by foundation/Trust","",""
"1798997","140367","","","Local Governor","Mr","Dave","","Ford","24/02/2025","23/02/2029","Appointed by foundation/Trust","",""
"1798998","140367","","","Local Governor","Ms","Michelle","","Barnett","24/02/2025","23/02/2029","Appointed by foundation/Trust","",""
"1805975","140367","","","Local Governance Professional - Individual Academy or Free School","","Anna","","Cooksey","24/02/2025","","N/A","",""
"1810021","140367","","","Chair of Local Governing Body","","Charlotte","","Little","27/04/2021","01/05/2026","Appointed by foundation/Trust","",""
"1848849","140367","","","Local Governor","Mr","Angus","","Gallagher","19/09/2025","30/01/2026","Appointed by foundation/Trust","",""
"1851953","140367","","","Local Governor","Ms","Mariette","","Stock","01/10/2025","30/09/2029","Appointed by foundation/Trust","",""
"1864244","140367","","","Local Governor","","Claire","","Jackson","01/01/2026","","Ex-officio by virtue of office as headteacher/principal","",""
"1879740","140367","","","Chair of Local Governing Body","Mr","Mike","","Hope","02/05/2026","01/05/2030","Appointed by foundation/Trust","",""
"1264204","140369","","","Local Governor","Ms","Carole","","Hutchinson","18/10/2017","17/10/2025","Parent appointed by GB/board due to no election candidates","",""
"1497246","140369","","","Chair of Local Governing Body","Ms","Janet","","Doar","04/01/2021","03/01/2029","Appointed by foundation/Trust","",""
"1673325","140369","","","Local Governor","Mrs","Rachael","","Frearson","01/06/2023","","Ex-officio by virtue of office as headteacher/principal","",""
"1760188","140369","","","Local Governor","Miss","Tanith","","Ludlam","01/09/2023","20/07/2026","Elected by school staff","",""
"1786617","140369","","","Local Governor","Mr","Mark","","Houlgate","12/12/2024","11/12/2028","Appointed by foundation/Trust","",""
"1802915","140369","","","Local Governor","Mr","Ian","","Davidson","10/02/2025","10/02/2029","Appointed by foundation/Trust","",""
"1876151","140369","","","Local Governor","","Victoria","","Horner","26/03/2026","25/03/2030","Appointed by trustees","",""
"1876152","140369","","","Local Governor","","Chinyere","","Ilora","26/03/2026","25/03/2030","Appointed by trustees","",""
"1877351","140369","","","Local Governor","","Noman","","Akbar","06/05/2026","05/05/2030","Appointed by trustees","",""
"1887435","140369","","","Local Governor","","Shirsten","","Fry","21/07/2026","21/07/2030","Appointed by trustees","",""
"1645271","140370","","","Local Governor","Mrs","Isoken","Sandra","Akhigbe","11/01/2023","10/01/2027","Appointed by foundation/Trust","",""
"1647781","140370","","","Local Governor","Mr","Mayowa","","Oriyoe","19/01/2023","18/01/2027","Appointed by foundation/Trust","",""
"1658487","140370","","","Local Governor","Miss","Bethany","","Harmes","28/02/2023","12/03/2026","Elected by school staff","",""
"1678794","140370","","","Local Governor","Mrs","Gillian","","Innocent-Labija","16/06/2023","15/06/2027","Elected by parents","",""
"1699383","140370","","","Local Governor","Mrs","Ornela","","Mato","11/09/2023","10/09/2027","Elected by parents","",""
"1721464","140370","","","Local Governor","Ms","Hanna","","Gooden","13/11/2023","19/09/2025","Elected by school staff","",""
"1721540","140370","","","Local Governor","Mrs","Zoe","","McIntyre","01/04/2014","","Ex-officio by virtue of office as headteacher/principal","",""
"1728986","140370","","","Local Governor","Mr","Adrian","","Lett","09/02/2024","08/02/2028","Elected by school staff","",""
"1764966","140370","","","Local Governor","Mrs","Amanda","","Sekayena","10/09/2024","06/10/2025","Appointed by GB/board","",""
"1781727","140370","","","Local Governor","Mrs","Una","","Gutteridge","05/12/2024","18/09/2025","Appointed by GB/board","",""
"1809422","140370","","","Chair of Local Governing Body","Mr","Dave","","Hood","22/04/2021","21/04/2029","Appointed by GB/board","",""
"1881319","140370","","","Local Governor","Mr","Pepe","","Smith","01/06/2026","31/05/2030","Appointed by GB/board","",""
"1884390","140370","","","Local Governor","Ms","Oluwatoyin (Toyin)","","Agunbiade","16/06/2026","15/06/2030","Appointed by GB/board","",""
"1366310","140371","","","Local Governor","Mrs","Roberta","","Harrison","24/05/2019","23/05/2027","Ex-officio by virtue of office as headteacher/principal","",""
"1366909","140371","","","Local Governor","Mr","Murray","","Naish","03/06/2019","02/06/2027","Appointed by foundation/Trust","",""
"1618400","140371","","","Local Governor","Mrs","Joanna","Mary","Brennan","29/09/2022","17/07/2026","Elected by school staff","",""
"1634010","140371","","","Local Governor","","Sooraj","","Sitaram","18/12/2022","18/12/2027","Appointed by foundation/Trust","",""
"1642634","140371","","","Local Governor","Mrs","Elizabeth","","Pichon","03/01/2023","02/01/2027","Appointed by foundation/Trust","",""
"1695622","140371","","","Chair of Local Governing Body","Miss","Ann","","Weitzel","03/07/2026","02/07/2030","Appointed by foundation/Trust","",""
"1778538","140371","","","Local Governor","Mrs","Fleur","","Maxwell-Middle","22/11/2024","21/11/2028","Appointed by foundation/Trust","",""
"1784893","140371","","","Local Governor","Ms","Deborah","","Cole Wilde","04/12/2024","16/09/2025","Appointed by GB/board","",""
"1792839","140371","","","Local Governor","Dr","Ifeanyichukwu","","Nworie","28/01/2025","27/01/2029","Elected by parents","",""
"1804857","140371","","","Local Governor","Revd Dr","James","","Sampson-Foster","21/03/2025","20/03/2029","Appointed by foundation/Trust","",""
"1822634","140371","","","Local Governor","Mrs","Karen","","Sharp","28/01/2025","27/01/2029","Elected by parents","",""
"1822635","140371","","","Local Governance Professional - Individual Academy or Free School","Mrs","Belinda","","Lowe","02/09/2024","","N/A","",""
"1535143","140372","","","Chair of Local Governing Body","","Dawn","","Kirby","01/09/2025","31/08/2029","Appointed by foundation/Trust","",""
"1584892","140372","","","Local Governor","","Chris","","Chaplin","18/01/2022","17/01/2026","Appointed by foundation/Trust","",""
"1689332","140372","","","Local Governor","","Alison","","Dyke","19/05/2026","18/05/2030","Appointed by foundation/Trust","",""
"1689333","140372","","","Local Governor","","Chloe","","Buckenham","15/05/2022","01/10/2025","Appointed by GB/board","",""
"1699091","140372","","","Local Governor","","Beata","","Perks","16/10/2023","16/01/2026","Appointed by foundation/Trust","",""
"1825558","140372","","","Local Governor","Mrs","Becky","","O'Neill","01/09/2025","31/08/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1825561","140372","","","Local Governor","Mr","Jonathan","","Patton","01/09/2025","01/09/2029","Appointed by foundation/Trust","",""
"1859929","140372","","","Local Governor","Miss","Kay","","Lodge","20/01/2026","20/01/2030","Appointed by foundation/Trust","",""
"1890244","140372","","","Local Governor","Mrs","Mandeep","","Mann","01/09/2026","","Ex-officio by virtue of office as headteacher/principal","",""
"1147289","140373","","","Local Governor","Mr","Stuart","","Roberts","12/01/2017","12/01/2029","Appointed by GB/board","",""
"1147290","140373","","","Local Governor","Mr","Antony","","Twyman","12/01/2017","12/01/2029","Appointed by GB/board","",""
"1260931","140373","","","Local Governor","Mr","James","","Henderson","23/11/2017","31/08/2026","Appointed by GB/board","",""
"1338801","140373","","","Local Governor","Mr","Jamie","","Brooks","01/09/2018","","Ex-officio by virtue of office as headteacher/principal","",""
"1600428","140373","","","Local Governor","Ms","Saira","","Makardam","07/06/2022","19/07/2026","Elected by school staff","",""
"1610113","140373","","","Chair of Local Governing Body","Ms","Janice","","Boakye","01/09/2022","31/08/2026","Appointed by GB/board","",""
"1610521","140373","","","Local Governor","Ms","Shahdina","","Scott","13/06/2022","19/07/2026","Elected by parents","",""
"1610524","140373","","","Local Governor","Mr","Ahsan","","Mazar","13/06/2022","13/06/2026","Elected by parents","",""
"1314489","140374","","","Local Governor","Mrs","Samantha","","Marshall","10/10/2018","09/10/2026","Appointed by GB/board","",""
"1314493","140374","","","Local Governor","Mr","Paul","","Watling","10/10/2018","09/10/2026","Appointed by GB/board","",""
"1321048","140374","","","Chair of Local Governing Body","Mr","Eric","","Winstone","10/10/2018","29/09/2025","Appointed by foundation/Trust","",""
"1422767","140374","","","Local Governor","Mrs","Kelly","","Moore","01/09/2019","","Ex-officio by virtue of office as headteacher/principal","",""
"1576713","140374","","","Local Governor","Miss","Megan","","Bishop","25/01/2022","24/01/2026","Elected by school staff","",""
"1577140","140374","","","Local Governor","Mrs","Felicity","","McClarty","25/01/2022","29/09/2025","Appointed by GB/board","",""
"1637315","140374","","","Local Governor","","Andrew","","Hayward","15/11/2022","14/11/2026","Elected by parents","",""
"1637318","140374","","","Local Governor","","Elisa","Jane","Ferriggi","15/11/2022","14/11/2026","Elected by parents","",""
"1841557","140374","","","Chair of Local Governing Body","Mrs","Felicity","","McClarty","30/09/2025","29/09/2029","Appointed by GB/board","",""
